Date,8,11,12,13,14,15,18,20,22,25,27,30,36,39,41,45,46,48,50,53,56,57,58,59,60,64,71,73,74,75,77,80
2021-01-01 00:00:00,0.002547,0.003459,0.0014219999999999,0.001995,0.001372,0.001653,0.000762,0.000941,3.3e-05,0.000145,0.001817,0.001938,1e-06,0.001088,0.002474,4e-06,7e-06,0.0025369999999999,0.000345,0.000107,0.000305,8.8e-05,0.000642,0.000327,0.001705,0.002359,0.000464,0.001357,0.000269,3.3e-05,0.0,0.000519
2021-01-01 01:00:00,0.0015789999999999,0.0034289999999999,0.001229,0.001877,0.001324,0.0025729999999999,0.000753,0.001184,3.3e-05,0.0001439999999999,0.001216,0.001956,0.0,0.001066,0.003233,4e-06,6e-06,0.0028439999999999,0.000437,9.7e-05,0.000202,8.7e-05,0.000673,0.00035,0.001011,0.002266,0.0004709999999999,0.00146,9.8e-05,3.1e-05,0.0,0.002185
2021-01-01 02:00:00,0.001472,0.003432,0.0015069999999999,0.002368,0.002286,0.0027719999999999,0.000752,0.001099,3.3e-05,0.000148,0.001247,0.001976,1e-06,0.001073,0.003442,6e-06,6e-06,0.00298,0.0005719999999999,9.6e-05,0.0002929999999999,8.7e-05,0.000765,0.000361,0.000876,0.002625,0.0004849999999999,0.001527,0.000206,3.2e-05,0.0,0.000542
2021-01-01 03:00:00,0.001435,0.003339,0.0016419999999999,0.001718,0.001477,0.0029519999999999,0.000751,0.001565,3.3e-05,0.000186,0.001906,0.001968,1e-06,0.001052,0.003572,4e-06,7e-06,0.00357,0.0003489999999999,0.000101,0.000219,8.400000000000001e-05,0.000646,0.000326,0.002117,0.00206,0.000482,0.0017809999999999,0.000268,3.2e-05,0.0,0.002159
2021-01-01 04:00:00,0.001602,0.003572,0.001303,0.002104,0.001272,0.001395,0.000752,0.002057,3.2e-05,0.000171,0.0012569999999999,0.001973,0.0,0.001064,0.003707,4e-06,6e-06,0.003063,0.000536,0.000103,0.000269,8.599999999999999e-05,0.000671,0.000343,0.001714,0.002371,0.00047,0.001913,5.3e-05,3.2e-05,0.0,0.0005989999999999
2021-01-01 05:00:00,0.002574,0.003332,0.001303,0.001733,0.001383,0.001995,0.00156,0.00231,3.3e-05,0.000147,0.00124,0.001992,1e-06,0.001063,0.003955,3e-06,6e-06,0.003211,0.001537,0.000108,0.000244,8.8e-05,0.000642,0.0003489999999999,0.001323,0.002557,0.0004729999999999,0.001732,0.000252,3.2e-05,0.0,0.002041
2021-01-01 06:00:00,0.001612,0.003415,0.0016699999999999,0.001784,0.001358,0.001728,0.000758,0.002855,3.3e-05,0.000145,0.001228,0.001941,0.0,0.001072,0.004823,4e-06,6e-06,0.003431,0.000512,9.4e-05,0.000248,8.7e-05,0.000695,0.000328,0.001317,0.002307,0.000492,0.0017,5.3e-05,3.2e-05,0.0,0.000607
2021-01-01 07:00:00,0.001823,0.003249,0.001241,0.002249,0.001277,0.0016,0.000757,0.002486,3.4e-05,0.000192,0.001825,0.001936,1e-06,0.001058,0.005368,4e-06,6e-06,0.003994,0.000422,0.000107,0.000279,8.7e-05,0.000748,0.000325,0.001567,0.002371,0.000479,0.001688,0.000263,3.2e-05,0.0,0.000519
2021-01-01 08:00:00,0.001723,0.003296,0.001123,0.0019219999999999,0.001399,0.002033,0.000756,0.003529,3.3e-05,0.000167,0.0012649999999999,0.001935,1e-06,0.0010789999999999,0.0044139999999999,4e-06,7e-06,0.003441,0.00049,0.0001089999999999,0.000212,8.8e-05,0.000621,0.000348,0.0013009999999999,0.0021379999999999,0.000468,0.001683,5.4e-05,3.2e-05,0.0,0.000597
